Name,Surname,Age,Gender,Daily Hours in Game,Game,Rating,Country
Gabrielle,Wilson,15,Female,3.8,Syndicate Wars,1,Lithuania
Vincent,Nguyen,15,Male,4.0,FIFA 14,4,Russia
Oscar,Cook,13,Male,3.8,Cel Damage,3,Estonia
Marius,Stewart,17,Male,3.0,Harry Potter and the Chamber of Secrets,4,Russia
Malte,Clark,15,Male,3.2,Titanfall,4,Turkey
Benjamin,Hill,11,Male,3.6,NHL 96,5,North Macedonia
Erik,Taylor,16,Male,3.3,Need for Speed: Most Wanted,4,Monaco
Maximilian,Martinez,14,Male,3.7,Need for Speed: Carbon,4,Russia
Sebastian,Thompson,14,Male,3.6,Road Rash II,3,Russia
Emil,Collins,17,Male,3.0,The Sims 3: World Adventures,3,Croatia
Ella,Ramos,12,Female,3.8,Theme Hospital,3,United States
Sofia,Torres,10,Female,3.9,Madden NFL 10,4,Slovakia
Leonard,Edwards,17,Male,3.4,The Sims 3: World Adventures,4,Hungary
Karl,Clark,14,Male,3.1,Need for Speed: Underground 2,4,Kyrgyzstan
Fabian,Robinson,15,Male,4.0,NHL Hockey 94,3,Liechtenstein
Alfred,Mitchell,12,Male,4.0,WarGames[r],3,North Macedonia
Kai,Adams,15,Male,4.0,Make Your Own Murder Party,3,Germany
Nathan,Hall,69,Male,4.0,Star Wars: Galaxy of Heroes,2,Austria
Julius,Peterson,19,Male,3.9,Theme Park,4,China
Severin,Mitchell,14,Male,3.1,Cricket 2000,3,Serbia
Anya,Johnson,17,Female,3.5,FIFA 06,2,Montenegro
Anton,Moore,15,Male,3.1,Timothy Leary's Mind Mirror,4,Luxembourg
Eva,Collins,15,Female,3.5,The Sims 2: Apartment Life,3,Kazakhstan
Karl,Collins,16,Male,3.0,The Godfather II,2,Monaco
Daniela,Johnson,14,Female,3.0,Bejeweled Stars,5,Russia
Gabrielle,Murphy,18,Female,3.3,Madden NFL 13,2,China
Vincent,Harris,17,Male,3.5,Syndicate: American Revolt,3,Uzbekistan
Oscar,Cook,36,Male,3.5,NHL 98,3,Italy
Adrian,Hernandez,17,Male,3.0,FIFA Manager 09,4,Serbia
Rebecca,Ramos,16,Female,3.5,SiN Episodes,4,Russia
Philipp,Brown,16,Male,3.9,NHLPA Hockey '93,5,Switzerland
Elias,Parker,15,Male,3.9,NHL 16,2,Russia
Markus,Martin,16,Male,3.8,NCAA Football 11,1,Slovakia
Lara,Anderson,17,Female,3.3,NHL 12,1,Canada
Charlotte,Lopez,13,Female,3.5,The Sims Bustin' Out,3,Sweden
Hugo,Cooper,16,Male,3.4,PGA Tour Golf 486,3,United States
Jannik,Anderson,16,Male,4.0,Fight Night Round 2,1,Russia
Mario,Wright,13,Male,4.0,Shank,4,China
Severin,Parker,15,Male,3.8,FIFA Football 2004,2,Austria
Bruno,Johnson,17,Male,3.2,Mirror's Edge,3,Kazakhstan
Leopold,Roberts,14,Male,3.7,Total Club Manager 2003,4,China
Luca,Hernandez,14,Male,3.8,Skyfox II: The Cygnus Conflict,2,Kyrgyzstan
Christian,Morris,16,Male,3.3,Electronic Arts Top Ten Blue,4,Vatican City
Phoebe,Turner,18,Female,3.8,Crusader: No Remorse,3,United States
Gustav,Ramos,17,Male,3.9,The Bard's Tale III: Thief of Fate,4,Greece
Oskar,Rogers,19,Male,4.0,The Sims 2: Castaway,3,Canada
Hugo,Lopez,16,Male,4.0,Madden NFL 07,5,Serbia
Roman,Smith,13,Male,3.2,FIFA Manager 06,5,Serbia
Eva,Scott,14,Female,3.3,Ultimate Sci-Fi Series,3,United States
Alex,Kelly,14,Male,3.0,FIFA 10,3,Cyprus
Maksim,Morris,19,Male,4.0,Space Hulk: Vengeance of the Blood Angels,3,China
Markus,Kelly,13,Male,3.3,Powerplay Hockey,3,Finland
Stefan,Brown,15,Male,4.0,Need for Speed: Nitro-X,4,Albania
Anton,Davis,16,Male,3.8,Rugby 06,4,Sweden
Juliana,Gomez,15,Female,3.5,The Complete Ultima VII,3,China
Leah,Torres,17,Female,3.1,The Sims 2: Pets,3,Hungary
Oscar,Parker,17,Male,3.3,Rock Band Unplugged,4,Malta
Zoe,Thomas,51,Female,4.0,NHL 2005,3,Portugal
Markus,Cruz,15,Male,4.0,Dark Castle,4,Kyrgyzstan
Jonas,Miller,18,Male,3.8,The Immortal,4,Kazakhstan
Raphael,Gomez,16,Male,3.9,The Bard's Tale Trilogy,3,Russia
Thomas,Campbell,16,Male,4.0,The Secret Life of Pets Unleashed,5,Belarus
Lucas,Garcia,11,Male,3.4,WarFriends,3,Bulgaria
Lucia,Robinson,18,Female,4.0,Indianapolis 500: The Simulation,3,China
Elias,Jones,14,Male,3.2,Theme Park World,2,Switzerland
Ruby,Diaz,19,Female,3.0,The Sims 3,4,Russia
Dylan,Williams,67,Male,3.8,Tiger Woods PGA Tour 2001,3,Turkey
Florian,Cooper,14,Male,3.7,Need for Speed: Undercover,4,Czech Republic
Emil,Rivera,17,Male,3.0,Need for Speed: Most Wanted,4,Andorra
Tim,Miller,18,Male,3.0,The Sims 4: Parenthood,3,Denmark
Raphael,Smith,19,Male,3.9,NHL 16,1,North Macedonia
Kevin,White,19,Male,4.0,Star Wars Battlefront,4,China
Jonah,Clark,16,Male,3.0,The Sims 4: Spa Day,3,Finland
Elena,Phillips,15,Female,3.0,Create,3,Poland
Florian,Collins,13,Male,3.4,NBA Street,3,Romania
Leon,Walker,18,Male,3.2,Madden NFL 12,3,North Macedonia
Thomas,Ortiz,16,Male,4.0,Total Club Manager 2004,3,Serbia
Nora,Rogers,16,Female,3.0,Harry Potter and the Prisoner of Azkaban,4,Luxembourg
Elias,Ramos,21,Male,3.2,Madden NFL 06,4,Slovenia
Lukas,Johnson,17,Male,3.6,The Sims 4: Vampires,4,Iceland
Leonard,Thompson,16,Male,4.0,Shank,4,Hungary
Ethan,Jones,18,Male,3.5,Cricket 2005,4,Croatia
Peter,Walker,17,Male,3.0,Burnout Legends,3,Norway
Fabian,Hill,13,Male,3.4,Tiger Woods PGA Tour Online,3,Uzbekistan
Erik,Williams,19,Male,3.1,Bulletstorm,4,United States
Filip,Howard,17,Male,3.7,High Caliber Hunting,4,Liechtenstein
Marcel,Williams,15,Male,3.3,Rocket Arena,4,Luxembourg
Dominic,Howard,17,Male,3.2,EA FC 24,1,Uzbekistan
Leopold,Campbell,14,Male,3.2,Marvel Nemesis: Rise of the Imperfects,4,Russia
Fabio,Johnson,18,Male,3.2,FIFA 23,4,Kazakhstan
Paul,Murphy,15,Male,4.0,The Sims 3: Supernatural,5,Russia
Emanuel,Rodriguez,18,Male,3.5,"KKnD: Krush, Kill 'n' Destroy",2,Sweden
Jonah,Roberts,15,Male,3.1,Skate It,4,Ireland
David,Taylor,14,Male,3.2,Freekstyle,4,Russia
Tara,Garcia,17,Female,3.3,The Godfather: The Game,4,United States
Filip,Nguyen,55,Male,3.4,FIFA 13,4,Italy
Kilian,Scott,37,Male,3.9,Need for Speed: Carbon,1,United States
Lilly,Stewart,15,Female,3.0,NHL 97,4,Moldova
Vanessa,Miller,16,Female,4.0,Iron Force,4,Montenegro
Jan,Roberts,17,Male,3.8,The Sims 4: Horse Ranch,3,Canada
Thomas,Rogers,14,Male,3.4,2006 FIFA World Cup,2,Latvia
Emil,Ramos,16,Male,3.3,Zuma's Revenge!,3,Luxembourg
Valentin,Adams,14,Male,3.6,Need for Speed: Underground 2,4,Norway
Kevin,Hill,21,Male,3.9,Medal of Honor: Rising Sun,3,Estonia
Hannah,Cruz,14,Male,3.0,Need for Speed: ProStreet,1,Russia
Georgia,Carter,18,Female,3.3,Rampart,4,Turkmenistan
Emilio,Torres,14,Male,3.0,Warhammer Online: Age of Reckoning,4,China
Fabian,Scott,16,Male,3.0,Freekstyle,2,Monaco
Tim,Turner,15,Male,3.3,FIFA 08,4,Croatia
Christian,Turner,17,Male,3.9,Tiger Woods PGA Tour 07,4,North Macedonia
Chloe,Roberts,13,Female,3.0,Ultima Underworld II: Labyrinth of Worlds,3,Bulgaria
Filip,Johnson,15,Male,3.2,The Sims 4: Horse Ranch,4,Slovakia
Emanuel,Adams,42,Male,4.0,NHL 95,2,Montenegro
Nikolai,Hernandez,18,Male,3.4,AFL 99,3,North Macedonia
Erik,Ortiz,18,Male,3.1,NHL 24,3,Italy
Imogen,Edwards,17,Female,3.0,Madden NFL 15,3,Monaco
Hannah,Sanchez,14,Female,3.8,Rugby World Cup '95,1,Netherlands
Tim,Cook,14,Male,3.3,NHL 97,3,Kyrgyzstan
Daniela,Gonzalez,17,Female,4.0,SEAL Team,3,United States
Matilda,Nelson,17,Female,4.0,Def Jam: Icon,3,Belarus
Jonas,Robinson,16,Male,3.0,NBA Live 09,3,Kyrgyzstan
Hannah,Allen,15,Male,3.3,FIFA Manager 14,4,Norway
Phoebe,Kelly,15,Female,3.0,The Sims 2,4,Slovakia
Florian,Turner,20,Male,3.2,Theme Park World,3,Denmark
Philipp,Clark,44,Male,3.3,Powermonger: World War 1 Edition,4,United States
Nathan,Young,17,Male,3.7,The Faery Tale Adventure: Book I,3,Albania
Hannah,King,17,Male,4.0,Crysis 2,4,Ireland
Fabio,Peterson,13,Male,3.7,FIFA 08,4,Portugal
Mario,Johnson,12,Male,3.3,Batman Begins,3,France
Sebastian,Phillips,13,Male,3.8,FIFA Soccer 96,3,Belarus
Valentin,Collins,17,Male,3.9,Medal of Honor: Rising Sun,4,Kyrgyzstan
Rosie,Collins,13,Female,3.0,Lite-Brite,3,Netherlands
Sophie,Anderson,15,Female,3.6,Age of Adventure,4,Portugal
Marco,Hill,14,Male,3.0,EA Sports Active 2,4,Moldova
Fabian,Edwards,13,Male,3.5,NASCAR 2000,3,San Marino
Gustav,Collins,15,Male,3.9,Mass Effect Infiltrator,3,Uzbekistan
Ella,Scott,64,Female,3.7,Need for Speed: Most Wanted,2,Bosnia and Herzegovina
Layla,Gutierrez,12,Female,3.9,Madden NFL 15,4,United States
Kilian,Nelson,16,Male,3.9,FIFA 15,1,France
Julia,Peterson,14,Female,3.4,Tiger Woods PGA Tour 09,3,Switzerland
Harriet,Garcia,13,Female,3.5,The Sims 4: Jungle Adventure,3,Kazakhstan
Jannik,Smith,15,Male,3.0,Soviet Strike,3,China
Lennard,Nguyen,16,Male,3.7,Mirror's Edge Catalyst,4,China
Timo,Bailey,15,Male,3.4,The Sims 4: Jungle Adventure,3,Russia
Alessandra,Ortiz,14,Female,3.3,Real Racing 3,4,United States
Oscar,Ramos,15,Male,3.0,Harry Potter and the Chamber of Secrets,5,Estonia
Summer,Cruz,14,Female,3.0,Matt Hayes Fishing,1,Liechtenstein
Dylan,Gomez,17,Male,3.6,Madden NFL 06,4,China
Alexander,Rivera,19,Male,3.8,FIFA 10,4,Kazakhstan
Aria,Anderson,16,Female,3.2,The Sims: Triple Deluxe,3,Kazakhstan
Nathan,Gutierrez,15,Male,3.8,Battlefield Hardline,4,Kazakhstan
Kevin,Rogers,17,Male,3.9,FIFA 13,2,Netherlands
Marcel,Evans,15,Male,3.9,The Sims 2: Castaway,3,North Macedonia
David,Jackson,15,Male,3.4,Shockwave 2: Beyond the Gate,3,Austria
Dominic,Collins,11,Male,3.7,Boogie,3,Montenegro
Leon,Taylor,18,Male,3.2,Tales of Kenzera: Zau,3,Russia
Kevin,Turner,15,Male,3.6,The Sims: Expansion Three-Pack Volume 2,4,Tajikistan
Gabriel,King,15,Male,3.8,Battlefield 1942: Secret Weapons of WWII,4,Bulgaria
Lennard,Morgan,10,Male,3.0,Archon: The Light and the Dark,3,Belgium
Benjamin,Morris,17,Male,3.0,Total Club Manager 2003,3,United States
Jan,Edwards,13,Male,3.0,F1 22,3,Ukraine
Simon,Lewis,19,Male,3.4,Lords of Conquest,4,United States
Alex,Green,17,Male,3.5,Lords of Conquest,3,United States
Leander,Scott,41,Male,4.0,Dead Space,3,Kazakhstan
Grace,Evans,63,Female,3.3,Real Racing 2,3,Croatia
Karl,Lopez,15,Male,4.0,Need for Speed: Carbon,3,Liechtenstein
Erik,Hall,18,Male,3.8,Tiger Woods PGA Tour 2004,5,Kazakhstan
Mila,Martinez,17,Female,3.4,Mercenaries 2: World in Flames,4,Hungary
Benjamin,Phillips,14,Male,3.9,NCAA Football 99,3,Russia
Stefan,Carter,16,Male,3.8,007: Nightfire,3,Kyrgyzstan
Fritz,Phillips,16,Male,3.6,Mutant League Hockey,1,Russia
Alex,Young,15,Male,4.0,Need for Speed: Underground 2,3,China
Adrian,Wright,17,Male,3.4,FIFA 2000,4,Kazakhstan
Ava,Morgan,17,Female,3.0,Hard Hat Mack,4,Kyrgyzstan
Alicia,Adams,18,Female,3.0,The Simpsons: Tapped Out,3,Belarus
Fabian,Flores,15,Male,3.0,FIFA Street,5,Portugal
Malte,Carter,15,Male,3.8,Burnout Revenge,3,Russia
Florian,Ortiz,12,Male,4.0,Risky Woods,5,China
Leon,Nguyen,17,Male,4.0,007: The World is Not Enough,4,Russia
Mateo,Perez,19,Male,3.0,The Lord of the Rings: The Third Age (Game Boy Advance),1,Croatia
Leia,Brown,17,Female,3.8,Warhammer: Dark Omen,4,China
Florian,Wright,19,Male,3.8,Lakers versus Celtics and the NBA Playoffs,3,Monaco
Kevin,Morales,16,Male,4.0,Theme Park,3,Turkmenistan
Tim,Martinez,18,Male,3.0,Movie maker,3,Spain
Samuel,Reyes,16,Male,3.2,Relentless: Twinsen's Adventure,2,United States
Fabian,Walker,17,Male,3.2,Bill Walsh College Football,2,Bosnia and Herzegovina
Tommy,Rodriguez,17,Male,3.3,SimCity 2000,3,United States
Alex,Murphy,17,Male,3.1,Cricket 2000,3,Spain
Lennard,Ramos,16,Male,4.0,Sid Meier's Alpha Centauri Planetary Pack,4,Bosnia and Herzegovina
Amelia,Collins,15,Female,3.3,Dragon Age: Dreadwolf,4,Germany
Peter,Jackson,17,Male,3.4,Need for Speed: Porsche Unleashed,3,Serbia
Fabio,Hill,13,Male,3.0,AFL 98,4,Bosnia and Herzegovina
Adrian,Adams,14,Male,3.0,EA Sports Active More Workouts,3,Slovenia
Leonard,Smith,16,Male,4.0,NBA Live 18,4,Norway
Erik,Edwards,13,Male,3.3,Command & Conquer Remastered Collection,2,Cyprus
Angelina,Young,16,Female,3.2,The Sims 3: World Adventures,3,San Marino
Leander,Cook,18,Male,3.0,Tiger Woods PGA Tour 09,3,Montenegro
Nico,Morales,17,Male,3.4,Crysis 2,4,Russia
Noah,Parker,18,Male,4.0,Noctropolis,3,Ukraine
Florian,Turner,18,Male,4.0,The Sims 3: Pets,4,United States
Lukas,Thompson,14,Male,3.2,Superbike 2001,3,San Marino
Gustav,Nelson,14,Male,3.1,Real Racing 3,2,Switzerland
Sam,Lopez,63,Male,3.4,Need for Speed: Underground 2,3,Switzerland
Mateo,Ramirez,16,Male,4.0,Star Wars: Squadrons,3,Moldova
Luca,Evans,13,Male,3.4,Triple Play 2000,4,Slovenia
Julian,Rodriguez,54,Male,3.8,NBA Live 08,4,Russia
Lukas,Smith,15,Male,3.0,Hellgate: London,4,Uzbekistan
Alicia,Phillips,16,Female,3.7,Superman Returns: Fortress of Solitude,4,France
Nicolas,Reed,19,Male,3.7,The Sims Medieval,4,Kazakhstan
Peter,Gomez,21,Male,3.2,Kings of the Beach,3,Serbia
Lucas,Gomez,13,Male,3.6,Madden NFL 20,4,Russia
Julius,Perez,11,Male,4.0,NASCAR 99,4,Czech Republic
Tommy,Scott,15,Male,3.8,NBA Live 97,4,Tajikistan
Louis,Parker,37,Male,3.0,Bejeweled 2,5,Iceland
Oscar,Wright,15,Male,3.7,LHX Attack Chopper,4,United Kingdom
Rebecca,Lee,14,Female,3.5,Need for Speed: Most Wanted,4,Switzerland
Leonardo,Edwards,15,Male,3.0,Space Hulk: Vengeance of the Blood Angels,4,China
Elise,Ramos,12,Female,3.7,GRID Legends,4,Bulgaria
Tobias,Rogers,14,Male,3.9,Rory McIlroy PGA Tour,2,Bulgaria
Antonio,Cook,15,Male,3.5,NASCAR Thunder 2002,4,United Kingdom
Luna,Flores,16,Female,4.0,Bejeweled Classic HD,5,Serbia
Antonio,Gomez,15,Male,4.0,Escape from Hell,4,Turkey
Charlotte,Young,15,Female,4.0,The Sims 3,4,Monaco
Lukas,Rodriguez,17,Male,3.3,Apex Legends,4,San Marino
Esme,Mitchell,16,Female,3.0,NHL 2004,4,United States
Antonio,Ramirez,19,Male,3.3,Need for Speed II,4,Romania
Lea,Hernandez,53,Female,3.0,FIFA 21,3,Croatia
Kai,Harris,15,Male,3.0,Theme Aquarium,3,Moldova
Filip,Gutierrez,16,Male,3.3,Star Wars: Squadrons,3,Croatia
Sofia,Adams,15,Female,4.0,Looney Tunes: Back in Action,3,Ukraine
Dominik,Harris,12,Male,3.4,Richard Petty's Talladega,4,Lithuania
Simon,Miller,18,Male,3.5,FIFA Soccer 96,4,Bulgaria
Leon,Hernandez,18,Male,3.2,The Sims 3 Stuff packs,3,China
Layla,Edwards,14,Female,4.0,FIFA 09,4,Italy
Jacob,Taylor,14,Male,3.5,NBA Live 2004,3,United States
Hannes,Evans,14,Male,3.5,Cricket World Cup 99,2,Cyprus
Bruno,Phillips,53,Male,3.0,Boom Blox Bash Party,2,Slovenia
Fabian,Lopez,14,Male,3.4,Foes of Ali,4,Greece
Nicolas,Lewis,17,Male,3.0,Madden NFL 10,3,Bulgaria
Jonah,Green,16,Male,4.0,Bulletstorm,3,Finland
Valentin,Reyes,18,Male,4.0,NBA Jam,4,Cyprus
Mateo,Cruz,15,Male,3.3,The Lord of the Rings: The Return of the King,1,Kazakhstan
Ayla,Morgan,14,Female,3.2,Diablo,1,Serbia
Richard,Gonzalez,12,Male,3.5,Plants vs. Zombies: Garden Warfare 2,3,Spain
Olivia,Bailey,18,Female,3.8,Play the Games Vol. 1,4,Russia
Jasmine,Morales,18,Female,4.0,Rock Band Unplugged,5,Italy
Summer,Clark,57,Female,3.4,Need for Speed: Hot Pursuit Remastered,3,Slovenia
Liam,Robinson,18,Male,3.8,Lotus Turbo Challenge 2,4,Cyprus
Leander,Stewart,16,Male,4.0,MySims Racing,5,Spain
Matilda,Cruz,17,Female,4.0,FIFA 07,1,Monaco
David,Walker,13,Male,3.3,Jane's Combat Simulations: AH-64D Longbow,3,United States
Malte,Adams,15,Male,3.8,Wild Hearts,3,Liechtenstein
Jade,Ramirez,15,Female,3.5,Star Wars Jedi: Survivor,3,Slovenia
Liam,Hill,18,Male,3.2,PGA Tour 96,3,Turkmenistan
Philipp,White,17,Male,3.3,Triple Play 2000,4,Ukraine
Paul,Evans,16,Male,3.8,NCAA Football 2005,5,Kazakhstan
Antonio,Gonzalez,21,Male,3.3,Burnout 3: Takedown,3,United States
Kilian,Clark,13,Male,3.4,Rugby 08,4,United States
Florian,Flores,11,Male,3.8,Comanche 4,3,Andorra
Milo,Mitchell,52,Male,3.1,FIFA International Soccer,4,Turkey
Marius,Clark,12,Male,4.0,Madden NFL 17,4,China
Levin,Turner,18,Male,3.3,Starflight,2,United States
Erik,Carter,14,Male,3.0,Crysis 3,3,United States
Adrian,Kelly,16,Male,3.2,FIFA 13,4,Belgium
Nora,Perez,19,Female,4.0,Need for Speed: Most Wanted,5,San Marino
Dominic,Carter,17,Male,4.0,Zuma's Revenge!,4,Russia
Jasmine,Cruz,15,Female,3.8,NHL 2004,3,Romania
Sebastian,Davis,16,Male,3.4,The Sims 4: Jungle Adventure,3,China
Maximilian,Ramos,14,Male,3.8,SiN Episodes,3,Netherlands
Jasper,Parker,12,Male,3.5,Reckless Racing,3,Serbia
Bastian,Reyes,14,Male,3.5,Genewars,4,Denmark
Marvin,King,14,Male,3.3,The Sims 2: Castaway,3,North Macedonia
Henry,Collins,17,Male,3.3,007: From Russia with Love,3,United States
Noah,Ramirez,18,Male,3.0,The Sims 4: Get Famous,4,Norway
Jakob,Davis,13,Male,3.3,Harry Potter and the Chamber of Secrets,4,Canada
Roman,Morris,15,Male,3.5,The Sims 3: Island Paradise,4,United States
Jannis,Cruz,16,Male,4.0,Magic Carpet Plus,3,Portugal
Simon,Edwards,16,Male,3.4,The Bard's Tale II: The Destiny Knight,4,Bulgaria
Luna,Evans,14,Female,3.5,FIFA 09,3,Russia
Nora,Cruz,16,Female,3.9,Lords of Conquest,4,Iceland
Alex,Jackson,14,Male,3.1,Plants vs. Zombies: Battle for Neighborville,4,Turkey
Valentin,Rogers,13,Male,3.7,Syndicate Wars,1,Slovenia
Jonas,Phillips,15,Male,4.0,NCAA Football 12,4,Poland
Hannes,Smith,15,Male,3.8,NASCAR Thunder 2004,3,United States
Leonardo,Collins,57,Male,3.1,The Seven Cities of Gold,3,Portugal
Fabio,Collins,19,Male,3.0,MySims Agents,3,China
Alfred,Adams,15,Male,4.0,Game Over II[a],4,Norway
Isabel,Gomez,17,Female,3.9,Star Wars Battlefront,3,Kazakhstan
Vincent,Thompson,18,Male,4.0,Battlefield Hardline,3,Kazakhstan
Holly,Scott,13,Female,3.7,Dragon's Lair[a],5,Cyprus
Ethan,Kelly,19,Male,3.0,NHL 06,4,Montenegro
Vincent,Stewart,18,Male,3.6,Road Rash 3,1,China
Mateo,Williams,17,Male,3.0,Madden NFL 2005,5,Portugal
Jan,Garcia,16,Male,3.6,The Sims 4: Cottage Living,3,China
Jakob,Green,17,Male,3.2,The Godfather: The Game,3,Germany
Lydia,Peterson,16,Female,3.0,The Sims 2: Pets,2,Switzerland
Dylan,Morales,16,Male,3.9,Moto Racer,4,Sweden
Gabriel,Lewis,13,Male,3.0,FIFA 11,1,France
Leon,Taylor,15,Male,3.3,NHL 97,2,Uzbekistan
Jonathan,Ramos,18,Male,3.0,Hellgate: London,4,Uzbekistan
Juliana,Martinez,16,Female,3.0,Madden NFL Football,4,Turkmenistan
Leonard,Brown,17,Male,3.3,Burnout Paradise Remastered,2,Russia
Christian,Torres,16,Male,3.0,The Simpsons Game,3,North Macedonia
Lucas,Morales,50,Male,4.0,NHL 2001,4,China
Alex,Young,14,Male,3.2,Tiger Woods PGA Tour 08,4,Latvia
Luca,Carter,42,Male,3.2,The Sims 4: Outdoor Retreat,3,Bosnia and Herzegovina
Lars,Green,16,Male,3.0,2006 FIFA World Cup,4,Spain
Anton,Turner,16,Male,3.0,Need for Speed: Most Wanted,4,France
Isabel,Davis,19,Female,3.2,The Bard's Tale Construction Set,4,Montenegro
Markus,Adams,14,Male,4.0,Ultima Underworld II: Labyrinth of Worlds,3,Russia
Lilly,Rogers,18,Female,3.7,Medal of Honor: Rising Sun,3,Ireland
Christian,Roberts,15,Male,3.6,SimCity Societies,3,China
Nico,Harris,15,Male,3.3,Triple Play 2002,3,Vatican City
Dominik,Evans,11,Male,3.6,Battlefield 2: Special Forces,4,Croatia
Leopold,Howard,15,Male,3.0,NCAA Football 2003,3,Netherlands
Hugo,Williams,16,Male,3.4,NASCAR Road Racing,3,Finland
Maximilian,Harris,17,Male,4.0,The Sims,4,Czech Republic
Erik,Ramos,19,Male,3.7,Golden Oldies Volume 1: Computer Software Classics,4,Poland
Clara,Roberts,15,Female,3.7,Grand Slam Tennis,4,Romania
Erik,Cruz,16,Male,3.6,Trivial Pursuit,4,Moldova
Robin,Baker,14,Male,3.9,Tiger Woods PGA Tour 08,4,Kazakhstan
Leon,Rivera,18,Male,4.0,Tiger Woods 99 PGA Tour Golf,4,Russia
Rafael,Harris,15,Male,3.1,Create,3,Latvia
Lennard,Clark,16,Male,3.0,The Sims FreePlay,3,Serbia
Benjamin,Green,11,Male,4.0,Battlefield 1942: Deluxe Edition,4,Russia
Ellie,Bailey,14,Female,3.8,Desert Strike: Return to the Gulf,4,San Marino
Marina,Johnson,11,Female,3.2,Madden NFL 12,3,China
Olivia,Campbell,14,Female,3.0,The Sims 4: Get to Work,5,Romania
Alexander,Phillips,14,Male,4.0,Need for Speed: Hot Pursuit 2,5,China
Julien,Wright,14,Male,3.1,Jane's Combat Simulations: Advanced Tactical Fighters – Nato Fighters,4,Spain
Philipp,Johnson,12,Male,4.0,Skate It,4,Russia
Maximilian,Ortiz,16,Male,3.0,NBA Live 97,4,Canada
Louis,Turner,16,Male,3.7,SimCity,4,China
Julian,Nelson,17,Male,3.1,NBA Live 2001,3,Uzbekistan
Marius,Miller,15,Male,4.0,Jane's Combat Simulations: AH-64D Longbow,3,Hungary
Vincent,Miller,15,Male,3.8,NFL Street 3,1,Slovakia
Tobias,King,14,Male,3.0,Shadow of the Beast[g],3,China
Paul,Brown,14,Male,3.8,D-Bug,4,Italy
Alexander,Cook,15,Male,3.0,Bejeweled Stars,5,Montenegro
Dominic,Nelson,16,Male,4.0,FIFA 06,3,Bulgaria
Kilian,Allen,13,Male,3.5,Batman Begins,3,Poland
Tobias,Lewis,15,Male,3.9,NHL 11,3,Portugal
Lennard,Green,12,Male,3.9,FIFA 11,3,Montenegro
Finn,Stewart,46,Male,3.2,NASCAR 2000,3,Slovakia
Fabian,Phillips,18,Male,3.6,College Football USA 96,4,Moldova
Kilian,Wilson,14,Male,3.7,Populous II: Trials of the Olympian Gods,4,North Macedonia
Ethan,Campbell,14,Male,3.0,Tiger Woods PGA Tour 08,3,Netherlands
Emil,Lee,14,Male,3.4,Tiger Woods PGA Tour 06,4,Portugal
Filip,Rivera,18,Male,4.0,The Sims 4: Get to Work,3,Kyrgyzstan
Chloe,Cook,13,Female,3.8,Need for Speed: Shift,4,Vatican City
Mario,Lopez,16,Male,3.5,Lite-Brite,3,Portugal
Mario,Rogers,16,Male,3.9,FIFA 09,4,Uzbekistan
Nathan,Williams,18,Male,3.7,SimAnimals,4,China
Roman,Davis,15,Male,3.2,NHL 14,2,Slovenia
Lucas,Rivera,14,Male,3.2,SSX on Tour,3,Kyrgyzstan
Jasper,Thomas,54,Male,4.0,Alternate Reality: The City,4,Portugal
Timo,Carter,17,Male,3.7,Lost in Random,2,Poland
Jakob,Flores,15,Male,3.6,NHL 23,4,Hungary
Molly,Torres,43,Female,3.9,Need for Speed: Undercover,3,Turkey
Sofia,Thomas,16,Female,3.9,Lakers versus Celtics and the NBA Playoffs,3,Russia
Gustav,Edwards,18,Male,3.0,Battlefield: Bad Company,4,Ireland
Anton,Robinson,15,Male,3.6,Hasbro Family Game Night 2,3,San Marino
Sophie,Cook,15,Female,3.0,Superbike 2001,3,Russia
Mattias,Gutierrez,62,Male,3.3,The Sims 4: Growing Together,3,Russia
Nikolai,Green,17,Male,4.0,CyberTiger,3,United States
Fabio,Mitchell,14,Male,3.9,Fight Night Champion,4,Kazakhstan
Valentin,Gomez,11,Male,3.2,Fight Night Round 4,5,Netherlands
Jannis,Morris,15,Male,3.3,SimAnimals,4,Monaco
Benedikt,Anderson,58,Male,3.7,Shadow of the Beast[g],3,United Kingdom
Michael,Collins,15,Male,3.3,Harry Potter: Quidditch World Cup,4,Greece
Vincent,Anderson,17,Male,3.8,Plants vs. Zombies: Garden Warfare,4,Spain
Vincent,Sanchez,16,Male,3.2,FIFA 09,3,Slovakia
Mario,Johnson,14,Male,3.4,X-Squad,3,Ukraine
Jonah,Hall,13,Male,3.6,Dungeon Keeper: The Deeper Dungeons,3,Austria
Sebastian,Ramos,19,Male,3.8,Ferrari Formula One,4,United States
Aisha,Carter,17,Female,4.0,The Sims 4: Cats & Dogs,3,Spain
Severin,Harris,15,Male,3.2,Alternate Reality: The City,3,United States
Tim,Taylor,40,Male,3.0,F1 2001,3,Switzerland
Gustav,Garcia,46,Male,3.6,007: The World is Not Enough,4,Russia
Lukas,Miller,13,Male,3.6,The Beatles: Rock Band,2,Bulgaria
Tommy,Harris,14,Male,3.0,Superbike 2000,4,Portugal
Sofia,Morris,15,Female,3.8,Madden NFL 07,3,Bulgaria
Kevin,Brown,17,Male,3.9,Ty the Tasmanian Tiger,5,United States
Bella,Nelson,17,Female,3.8,Dark Age of Camelot,2,Czech Republic
